City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
476,Wanning,CN,18.8003,110.3967,73.36,85,88,10.29,overcast clouds
477,Cruzeiro Do Sul,BR,-29.5128,-51.9853,64.53,92,0,2.06,clear sky
478,Arrecife,ES,28.963,-13.5477,64.47,72,20,10.36,few clouds
479,Bilibino,RU,68.0546,166.4372,-27.65,99,15,3.06,few clouds
480,Khash,IR,28.2211,61.2158,58.84,23,0,1.45,clear sky
481,Yaan,NG,7.3833,8.5667,85.8,56,7,7.49,clear sky
482,Azuaga,ES,38.2667,-5.6833,40.46,89,54,5.32,broken clouds
483,Phan Thiet,VN,10.9333,108.1,82.89,66,9,16.73,clear sky
484,Ballina,AU,-28.8667,153.5667,75.38,74,100,6.91,overcast clouds
485,Oranjemund,NA,-28.55,16.4333,70.14,76,83,14.27,broken clouds
486,Tabas,IR,33.5959,56.9244,58.55,25,0,3.33,clear sky
487,San Jose,US,37.3394,-121.895,56.77,56,0,10.36,clear sky
488,Karasburg,NA,-28.0167,18.75,77.65,51,92,5.19,overcast clouds
489,Tarko-Sale,RU,64.9225,77.785,1.04,91,100,8.86,overcast clouds
490,Ziniare,BF,12.5822,-1.2983,75.24,10,1,12.59,clear sky
491,Abu Zabad,SD,12.35,29.25,82.18,10,76,18.84,broken clouds
492,Tamandare,BR,-8.7597,-35.1047,76.64,78,16,2.77,few clouds
493,Villa Carlos Paz,AR,-31.4241,-64.4978,70.39,58,0,5.32,clear sky
494,Monchegorsk,RU,67.9397,32.8739,14.72,96,100,2.64,overcast clouds
495,Talnakh,RU,69.4865,88.3972,-16.19,90,27,3.15,scattered clouds
496,Krasnaya Gora,RU,52.9995,31.6023,33.75,92,100,10.6,overcast clouds
497,Newport,GB,51.5877,-2.9984,56.17,88,80,5.99,broken clouds
498,Khlevnoye,RU,52.1951,39.0932,26.62,88,9,10.92,clear sky
499,Port Said,EG,31.2565,32.2841,60.78,63,40,6.91,scattered clouds
500,Pedernales,DO,18.0384,-71.744,74.95,60,5,3.04,clear sky
501,Yola,NG,9.2,12.4833,84.02,24,1,8.05,clear sky
502,Ahipara,NZ,-35.1667,173.1667,63.18,78,100,7.87,overcast clouds
503,Shakiso,ET,5.75,38.9167,85.98,21,11,2.8,few clouds
504,Jumla,NP,29.2747,82.1838,46.44,54,39,6.22,scattered clouds
505,Skjervoy,NO,70.0311,20.9714,19.58,68,1,14.03,clear sky
506,Asyut,EG,27.181,31.1837,57.38,33,0,14.38,clear sky
507,Kysyl-Syr,RU,63.8986,122.7617,-24.86,100,68,3.38,broken clouds
508,Slave Lake,CA,55.2834,-114.769,3.18,66,100,5.75,overcast clouds
509,Okha,RU,53.5739,142.9478,13.42,93,100,18.05,light snow
510,Hajnowka,PL,52.7433,23.5812,40.46,84,97,11.07,overcast clouds
511,Kawalu,ID,-7.3817,108.2082,81.82,75,86,4.54,overcast clouds
512,Palmer,US,42.1584,-72.3287,18.18,77,0,0.0,clear sky
513,Klyuchi,RU,52.2667,79.1667,8.24,88,100,11.56,overcast clouds
514,Kargasok,RU,59.0556,80.8572,3.88,89,65,4.85,broken clouds
515,La Palma,US,33.8464,-118.0467,56.21,87,100,3.44,overcast clouds
516,Vrangel,RU,42.7297,133.0839,23.18,70,100,14.54,overcast clouds
517,Grao Mogol,BR,-16.5594,-42.8897,64.78,96,33,0.6,scattered clouds
518,Wakkanai,JP,45.4094,141.6739,22.98,80,75,18.41,broken clouds
519,Half Moon Bay,US,37.4636,-122.4286,56.82,58,20,12.66,haze
520,Derac,HT,19.65,-71.8167,69.58,88,3,4.92,clear sky
521,Gambo,CF,4.6482,22.2633,94.73,9,82,5.21,broken clouds
522,Nakhodka,RU,42.8333,132.8947,21.94,71,100,13.38,overcast clouds
523,Auki,SB,-8.7676,160.7034,77.94,88,83,4.97,broken clouds
524,Almaznyy,RU,48.0448,40.045,32.14,78,57,13.98,broken clouds
525,Rafsanjan,IR,30.4067,55.9939,55.85,26,0,4.14,clear sky
526,Gardez,AF,33.5974,69.2259,34.74,68,5,2.01,clear sky
527,Tallahassee,US,30.4383,-84.2807,54.64,86,0,0.0,clear sky
528,Pathein,MM,16.7833,94.7333,89.44,34,25,16.11,scattered clouds
529,Pachino,IT,36.7186,15.0907,51.84,58,0,22.93,clear sky
530,Den Helder,NL,52.9599,4.7593,51.94,94,40,26.46,scattered clouds
531,Chabahar,IR,25.2919,60.643,75.18,40,0,5.5,clear sky
532,Aksarka,RU,66.5606,67.7975,-1.59,99,91,2.51,overcast clouds
533,Urengoy,RU,65.9667,78.3667,-5.58,96,88,7.05,overcast clouds
534,Faya,SA,18.3851,42.4509,66.31,35,3,9.51,clear sky
535,Les Herbiers,FR,46.8667,-1.0167,53.31,92,100,17.94,overcast clouds
536,Lukulu,ZM,-14.3707,23.242,78.3,61,55,10.74,broken clouds
537,Palauig,PH,15.435,119.9045,81.63,73,68,8.57,broken clouds
538,Mwingi,KE,-0.9344,38.0601,87.58,32,3,5.26,clear sky
539,Paita,PE,-5.0892,-81.1144,72.09,78,98,10.89,overcast clouds
540,Belaya Gora,RU,68.5333,146.4167,-32.57,100,6,1.86,clear sky
541,Prince Rupert,CA,54.3161,-130.3201,40.69,100,100,4.61,light rain
542,Lowestoft,GB,52.4752,1.7516,55.65,94,92,22.73,overcast clouds
543,Havoysund,NO,70.9963,24.6622,25.68,67,99,10.94,overcast clouds
544,Carbonia,IT,39.1672,8.5222,50.65,83,73,21.03,broken clouds
545,Volksrust,ZA,-27.3654,29.8818,80.46,37,16,4.09,few clouds
546,Longyan,CN,25.1072,117.0225,59.25,84,98,2.91,overcast clouds
547,Dongsheng,CN,39.8161,109.9776,24.57,27,85,3.38,overcast clouds
548,Lorengau,PG,-2.0226,147.2712,79.09,84,100,5.64,overcast clouds
549,Poum,NC,-20.2333,164.0167,81.7,76,35,4.56,light rain
550,Boulder,US,40.0833,-105.3505,33.73,68,100,1.01,overcast clouds
551,Svetlogorsk,BY,52.6333,29.7333,33.87,90,100,9.1,overcast clouds
552,Keti Bandar,PK,24.1447,67.4497,79.7,41,0,13.56,clear sky
553,High Level,CA,58.5169,-117.136,-7.49,71,100,10.36,overcast clouds
554,Hobyo,SO,5.3505,48.5268,81.55,58,38,20.15,scattered clouds
555,Kaele,CM,10.1092,14.4508,84.76,10,2,12.91,clear sky
556,Watsa,CD,3.0372,29.5355,91.0,20,8,4.38,clear sky
557,Bemidji,US,47.4736,-94.8803,19.9,86,100,10.36,overcast clouds
558,Innisfail,AU,-17.5333,146.0333,76.55,92,87,4.09,light rain
559,Padang,ID,-0.9492,100.3543,78.85,70,75,7.27,broken clouds
560,Shenzhen,CN,22.5455,114.0683,71.08,84,62,10.25,broken clouds
561,Elmira,US,42.0898,-76.8077,25.79,74,100,12.12,overcast clouds
562,Rio Gallegos,AR,-51.6226,-69.2181,39.25,75,0,11.5,clear sky
563,Terrak,NO,65.087,12.3715,30.07,74,98,13.06,overcast clouds
564,Marsa Matruh,EG,31.3525,27.2453,61.0,55,40,4.61,scattered clouds
565,Ugra,RU,54.7777,34.3267,27.88,89,87,8.77,overcast clouds
566,Ofaqim,IL,31.3141,34.6203,59.4,46,33,2.77,scattered clouds
567,Cepelare,BG,41.7333,24.6833,28.02,65,100,3.91,overcast clouds
568,Springfield,US,37.2153,-93.2982,54.55,66,0,15.01,clear sky
569,Popondetta,PG,-8.7537,148.2534,76.46,92,98,1.12,heavy intensity rain
570,Buraydah,SA,26.326,43.975,66.65,13,33,9.51,scattered clouds
571,Jining,CN,35.405,116.5814,42.13,33,10,8.14,clear sky
572,Susanville,US,40.4163,-120.653,26.44,82,0,3.0,clear sky
573,Temirtau,KZ,50.0544,72.9483,7.05,91,100,11.9,overcast clouds
574,Camacha,PT,33.0833,-16.3333,58.42,59,75,13.8,broken clouds
575,Antigonish,CA,45.6169,-61.9986,11.93,81,45,3.0,scattered clouds
576,Qom,IR,34.6401,50.8764,52.32,38,4,8.99,clear sky
577,Shubarshi,KZ,48.5872,57.1869,24.58,87,18,8.93,few clouds
578,Kovdor,RU,67.5662,30.4758,9.77,98,99,2.84,overcast clouds
579,Itarema,BR,-2.9248,-39.9167,77.65,81,89,8.1,overcast clouds
580,Guozhen,CN,34.3659,107.359,41.14,81,100,6.13,overcast clouds
581,Ulladulla,AU,-35.35,150.4667,76.1,74,91,14.79,overcast clouds
582,Bharatpur,IN,27.2167,77.4833,80.08,21,0,6.33,clear sky
583,Rabo De Peixe,PT,37.8,-25.5833,61.29,84,75,12.66,broken clouds
584,Dongzhen,CN,22.3797,110.9389,68.9,68,100,5.03,overcast clouds
585,Leningradskiy,RU,69.3833,178.4167,-18.22,98,100,6.69,overcast clouds
586,Longkou,CN,37.6508,120.3286,25.66,49,4,18.45,clear sky
587,Sile,TR,41.1754,29.6133,52.47,63,9,3.0,clear sky
588,Farah,AF,32.5,62.5,52.88,29,0,4.76,clear sky
589,Katsina,NG,12.9894,7.6006,71.49,30,0,4.61,clear sky
590,La Rioja,ES,42.25,-2.5,42.58,68,99,4.79,overcast clouds
591,Grajau,BR,-5.8194,-46.1386,70.21,99,93,2.68,overcast clouds
592,Aurad,IN,18.25,77.4333,88.38,20,2,7.76,clear sky
593,Salinopolis,BR,-0.6136,-47.3561,77.43,88,100,10.85,overcast clouds
594,Amahai,ID,-3.3333,128.9167,81.52,81,80,3.56,light rain
595,Aden,YE,12.7794,45.0367,76.95,71,99,8.41,overcast clouds
596,Shimoda,JP,34.6667,138.95,40.1,54,23,28.23,few clouds
597,Karoi,ZW,-16.8099,29.6925,74.88,61,95,6.26,overcast clouds
598,Chara,RU,56.9064,118.2631,-14.46,91,17,2.13,few clouds
599,Goundam,ML,16.4145,-3.6708,70.43,14,11,16.26,few clouds
600,Cervo,ES,43.6702,-7.4101,55.96,86,100,16.2,overcast clouds
601,Ilorin,NG,8.5,4.55,84.07,58,20,7.27,few clouds
602,Zeya,RU,53.75,127.2667,2.41,89,74,4.27,broken clouds
603,Constitucion,CL,-35.3333,-72.4167,54.16,86,0,5.91,clear sky
604,Senica,SK,48.6792,17.367,46.22,70,11,6.93,few clouds
605,Muroto,JP,33.2833,134.15,42.84,54,12,29.06,few clouds
606,Ornskoldsvik,SE,63.2909,18.7153,24.62,100,100,4.61,overcast clouds
607,Tevaitoa,PF,-16.7833,-151.5,81.59,72,27,16.62,scattered clouds
608,Osa,RU,57.2829,55.4567,29.61,93,99,10.09,overcast clouds
609,Ponta Delgada,PT,37.7333,-25.6667,62.51,77,75,12.66,broken clouds
610,Metro,ID,-5.1131,105.3067,85.71,65,99,10.22,overcast clouds
611,Kirakira,SB,-10.4544,161.9205,81.48,79,100,1.86,overcast clouds
612,Peniche,PT,39.3558,-9.3811,57.61,79,42,7.65,scattered clouds
613,Canberra,AU,-35.2835,149.1281,85.5,35,63,9.22,broken clouds
614,Huarmey,PE,-10.0681,-78.1522,70.66,83,100,9.26,overcast clouds
615,Peachtree City,US,33.3968,-84.5958,48.49,65,0,4.61,clear sky
616,Olavarria,AR,-36.8927,-60.3225,63.3,50,4,4.23,clear sky
617,Lamu,KE,-2.2717,40.902,86.22,65,2,10.36,clear sky
618,Dandong,CN,40.1292,124.3947,15.87,49,81,14.09,broken clouds
619,Santa Fe,AR,-31.6333,-60.7,73.02,55,0,4.0,light rain
620,Oshnaviyeh,IR,37.0397,45.0983,35.85,92,100,4.54,overcast clouds
621,Teguldet,RU,57.3064,88.1667,15.15,81,59,8.5,broken clouds
622,Bontang,ID,0.1333,117.5,81.37,73,100,5.39,overcast clouds
623,Awjilah,LY,29.1081,21.2869,63.23,38,100,11.97,overcast clouds
624,Alice Springs,AU,-23.7,133.8833,96.22,43,64,10.36,broken clouds
625,Aswan,EG,24.0934,32.907,63.7,42,0,11.5,clear sky
626,Esperance,AU,-33.8667,121.9,73.24,69,49,14.09,scattered clouds
627,Pisco,PE,-13.7,-76.2167,68.05,77,0,10.36,clear sky
628,Pacific Grove,US,36.6177,-121.9166,53.96,81,0,5.01,clear sky
629,Along,IN,28.1667,94.7667,75.22,26,2,2.95,clear sky
630,Plouzane,FR,48.3833,-4.6167,54.09,100,100,20.71,light intensity drizzle
631,Rawson,AR,-43.3002,-65.1023,63.34,54,45,20.07,scattered clouds
632,Okakarara,NA,-20.5833,17.4333,80.42,36,20,14.14,few clouds
633,Christchurch,NZ,-43.5333,172.6333,62.02,74,74,10.36,broken clouds
634,Urucui,BR,-7.2294,-44.5561,72.05,95,42,2.21,scattered clouds
635,El Copey,CO,10.1503,-73.9614,75.07,61,100,3.89,overcast clouds
636,Mushie,CD,-3.0167,16.9,80.85,73,100,4.09,overcast clouds
637,Ouadda,CF,8.0777,22.4007,91.72,8,83,8.68,broken clouds
638,Shenkursk,RU,62.1091,42.896,31.57,93,100,12.06,overcast clouds
639,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,4.61,thunderstorm with rain
640,Sande,DE,53.5049,8.0142,48.0,91,100,25.43,overcast clouds
641,Illapel,CL,-31.6308,-71.1653,64.69,74,0,2.17,clear sky
642,Tabou,CI,4.423,-7.3528,82.09,78,33,6.08,scattered clouds
643,Ust-Kulom,RU,61.6864,53.6902,31.33,95,100,8.99,light snow
644,Bandar-E Lengeh,IR,26.5579,54.8807,75.31,53,0,6.91,clear sky
645,Matata,NZ,-37.8833,176.75,67.84,83,63,7.65,broken clouds
646,Egvekinot,RU,66.3167,-179.1667,-15.93,89,12,12.46,few clouds
647,Barra Patuca,HN,15.8,-84.2833,73.17,85,23,4.21,few clouds
648,Sri Aman,MY,1.2376,111.4621,89.65,66,40,3.44,scattered clouds
649,Pilar,BR,-9.5972,-35.9567,73.33,83,7,3.06,clear sky
650,Jejuri,IN,18.2833,74.1667,83.03,20,0,4.56,clear sky
651,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.72,92,93,8.77,overcast clouds
652,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,73.71,79,75,3.06,broken clouds
653,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,69,75,13.8,broken clouds
654,Ossora,RU,59.2353,163.0719,-4.9,81,99,7.27,overcast clouds
655,Sangar,RU,63.9242,127.4739,-26.79,100,76,2.51,broken clouds
656,Mogadishu,SO,2.0371,45.3438,84.07,65,40,21.85,scattered clouds
657,Diffa,NE,13.3154,12.6113,84.52,13,51,16.71,broken clouds
658,Maceio,BR,-9.6658,-35.7353,74.64,88,75,3.44,broken clouds
659,Bogorodskoye,RU,56.55,37.8833,30.09,85,98,12.62,overcast clouds
660,Mongoumba,CF,3.6415,18.5936,97.52,17,82,3.58,broken clouds
661,Nemuro,JP,43.3236,145.575,23.43,70,98,16.91,overcast clouds
662,Tolmachevo,RU,54.9824,82.7363,8.58,66,75,11.18,broken clouds
663,Eureka,US,40.8021,-124.1637,47.57,91,1,1.01,clear sky
664,Baishishan,CN,43.5833,127.5667,7.09,90,100,7.56,overcast clouds
665,Kamenka,RU,51.3223,42.7678,23.74,85,88,7.56,overcast clouds
666,Lavrentiya,RU,65.5833,-171.0,-15.65,93,57,9.51,broken clouds
667,Andenes,NO,69.3143,16.1194,26.58,63,0,23.02,clear sky
668,Martapura,ID,-3.4167,114.85,86.09,66,40,6.91,light rain
669,Smithers,CA,54.7804,-127.1743,30.52,86,0,4.61,clear sky
670,Katherine,AU,-14.4667,132.2667,95.32,43,86,10.36,overcast clouds
671,Casper,US,42.8666,-106.3131,27.72,91,100,6.91,mist
672,Jogindarnagar,IN,31.9833,76.7667,61.84,33,1,6.51,clear sky
673,Rumonge,BI,-3.9736,29.4386,77.22,72,99,3.33,light rain
674,Daokou,CN,35.5639,114.5058,40.03,31,57,9.66,broken clouds
675,Tigil,RU,57.8,158.6667,0.95,87,97,5.59,overcast clouds
676,Quatre Cocos,MU,-20.2078,57.7625,86.09,74,93,14.97,light rain
677,Mackenzie,CA,55.2999,-123.1698,17.82,93,75,2.3,broken clouds
678,Ko Samui,TH,9.5357,99.9357,75.11,83,100,12.66,thunderstorm with light rain
679,Gebze,TR,40.8028,29.4307,50.95,50,0,6.91,clear sky
680,North Bend,US,43.4065,-124.2243,42.85,97,100,4.61,mist
681,San Bartolome De Tirajana,ES,27.9248,-15.5733,52.27,64,20,16.11,few clouds
682,Cacu,BR,-18.5567,-51.1308,70.75,90,89,1.86,overcast clouds
683,Odweyne,SO,9.4092,45.064,82.27,18,39,2.53,scattered clouds
684,Nabire,ID,-3.3667,135.4833,77.25,91,100,1.79,overcast clouds
685,Lempaala,FI,61.3167,23.75,34.97,93,40,9.22,light snow
686,Margate,GB,51.3813,1.3862,54.97,86,100,5.01,overcast clouds
687,Charters Towers,AU,-20.1,146.2667,77.9,75,77,9.24,moderate rain
688,Santa Elena,EC,-2.2333,-80.85,74.59,78,100,5.57,overcast clouds
689,Gimli,CA,50.6336,-96.9907,4.42,85,100,5.75,overcast clouds
690,Yarmouth,US,41.7057,-70.2286,26.96,62,0,0.0,clear sky
691,Conceicao Do Araguaia,BR,-8.2578,-49.2647,71.02,99,100,3.94,heavy intensity rain
692,Arco,IT,45.9177,10.8867,50.88,57,93,1.59,overcast clouds
693,Sandviken,SE,60.6167,16.7667,36.7,93,100,6.44,light snow
694,Chegdomyn,RU,51.1167,133.0167,-3.39,98,10,2.37,clear sky
695,Alcudia,ES,39.8532,3.1214,61.2,61,100,12.03,overcast clouds
696,San Antonio,US,29.4241,-98.4936,63.05,86,75,9.22,broken clouds
697,Poso,ID,-1.3959,120.7524,83.79,68,25,3.2,scattered clouds
698,Sidi Ali,DZ,36.0998,0.4206,51.82,50,25,7.72,scattered clouds
699,Benidorm,ES,38.5382,-0.131,62.49,47,44,6.44,scattered clouds
700,Kirkwall,GB,58.9848,-2.9587,37.74,87,75,4.61,broken clouds
701,Barabai,ID,-2.5833,115.3833,81.09,90,97,0.81,overcast clouds
702,Port Hardy,CA,50.6996,-127.4199,43.75,87,20,10.36,few clouds
703,Talas,TR,38.6908,35.5538,30.87,59,75,0.0,broken clouds
704,San Matias,BO,-16.3667,-58.4,72.88,96,57,4.12,broken clouds
705,Haines Junction,CA,60.7522,-137.5108,4.95,92,100,1.14,overcast clouds
706,Sorong,ID,-0.8833,131.25,81.95,77,100,7.0,moderate rain
707,Abu Samrah,SY,35.3029,37.1841,55.2,57,19,5.59,few clouds
708,Mulchen,CL,-37.7167,-72.2333,50.22,85,0,4.54,clear sky
709,Chingola,ZM,-12.529,27.8838,63.77,97,100,5.93,light rain
710,Xiaoweizhai,CN,26.1903,107.5125,45.63,97,100,3.65,overcast clouds
711,Hayden,US,47.766,-116.7866,37.44,75,100,3.44,overcast clouds
712,Bodden Town,KY,19.2833,-81.25,77.94,81,7,7.0,clear sky
